3	1	3	3	1	1004.5	511.7	324
3	1	3	3	2	1111.5	530.5	172
3	1	3	3	3	979.4	528.2	168
3	1	3	3	4	1100.9	533.5	490
3	1	3	3	5	1043.4	776.7	212
3	1	3	3	6	1026.7	595.7	146
3	1	3	3	7	1243.1	582.3	154
3	1	3	3	8	1010	558.8	288
3	1	3	3	9	1179	610.6	96
3	1	3	3	10	987.8	259	130
3	1	3	3	11	949.6	170.1	474
3	1	3	3	12	903.4	751.9	146
3	1	3	3	13	765.4	823.6	294
4	0	1	1	1	911.5	557.6	390
4	0	1	1	2	1041.7	567.2	230
4	0	1	1	3	1043.3	664.5	66
4	0	1	1	4	983.6	773.5	268
4	0	1	1	5	1070.5	577	472
4	0	1	1	6	1032.4	298.7	312
4	0	1	1	7	996.9	469.8	96
4	0	1	1	8	1083.2	556.7	316
4	0	1	1	9	1002	793.7	526
4	0	1	1	10	969.1	522.5	202
4	0	1	1	11	1079.6	545.9	1028
4	0	2	2	1	945.1	538.1	376
4	0	2	2	2	1054.4	562.1	472
4	0	2	2	3	990.2	648.5	220
4	0	2	2	4	989	562.3	172
4	0	2	2	5	1073.9	556.9	506
4	0	2	2	6	848.7	561.5	236
4	0	2	2	7	973.4	809.2	250
4	0	2	2	8	1009.9	539.1	270
4	0	2	2	9	845	474.6	164
4	0	2	2	10	853.1	533.3	210
4	0	2	2	11	1083.2	576.5	614
4	0	2	2	12	842.9	519.9	156
4	0	2	2	13	807.1	378.8	112
4	0	3	3	1	960	490.3	142
4	0	3	3	2	1054.7	442.8	184
4	0	3	3	3	1047.2	495.1	140
4	0	3	3	4	1090.1	557.8	180
4	0	3	3	5	1020.9	740.1	320
4	0	3	3	6	1067.7	534.7	354
4	0	3	3	7	1016.9	702.7	270
4	0	3	3	8	1071	561	440
4	0	3	3	9	871.9	540.9	364
4	0	3	3	10	1104.3	563.3	356
4	0	3	3	11	1007.7	685.5	222
4	0	3	3	12	1054	440.9	182
4	0	4	4	1	884.1	352.3	296
4	0	4	4	2	954	405.8	102
4	0	4	4	3	1046.1	538.1	474
4	0	4	4	4	957.4	560.7	432
4	0	4	4	5	1058.4	554.6	302
4	0	4	4	6	962.6	679.8	234
4	0	4	4	7	905.6	563.9	128
4	0	4	4	8	859.8	530	276
4	0	4	4	9	1073.1	521	466
4	0	4	4	10	867	518.1	154
4	0	4	4	11	949	698.7	456
4	0	4	4	12	1055.8	529.4	448
5	0	5	5	1	905.6	604.8	500
5	0	5	5	2	812.1	601.4	512
5	0	5	5	3	1068	623.6	454
5	0	5	5	4	835.9	199.4	130
5	0	5	5	5	894.6	797.4	438
5	0	5	5	6	826.9	672.4	426
5	0	5	5	7	803.5	623.4	194
5	0	5	5	8	442.6	470.8	414
5	0	5	5	9	894.2	574.7	232
5	0	5	5	10	806.4	279.8	164
